experiment_name;fold;step;epoch;loss;accuracy;precision;recall;f1
basic_unbalanced_02_BERT;0;train;0.0;0.5278236969327554;0.94985;0.9364509556612012;0.9652;0.9506081646722805
basic_unbalanced_02_BERT;0;validate;0.0;0.08321746670738794;0.9692;0.9603610675039247;0.9788;0.9694928684627575
basic_unbalanced_02_BERT;0;train;1.0;0.25413233274572994;0.9779;0.9746722288438617;0.9813;0.977974885389675
basic_unbalanced_02_BERT;0;validate;1.0;0.09332576792219188;0.9688;0.9592476489028213;0.9792;0.9691211401425178
basic_unbalanced_02_BERT;0;train;2.0;0.12627313734823256;0.9895;0.9895979195839167;0.9894;0.9894989498949894
basic_unbalanced_02_BERT;0;validate;2.0;0.12601020277192002;0.9634;0.9409973353635326;0.9888;0.9643066120538326
basic_unbalanced_02_BERT;0;train;3.0;0.07480125556500862;0.9938;0.9932081502197363;0.9944;0.9938037177693384
basic_unbalanced_02_BERT;0;validate;3.0;0.13606204340388067;0.967;0.9558766106989457;0.9792;0.9673977474807349
basic_unbalanced_02_BERT;0;test;;2.7852232407099566;0.88096;0.8187416331994646;0.97856;0.8915451895043732
basic_unbalanced_02_BERT;1;train;0.0;0.5229949103523046;0.95245;0.9388883499854496;0.9679;0.9531734698901964
basic_unbalanced_02_BERT;1;validate;0.0;0.0964043928834144;0.9638;0.9696233292831106;0.9576;0.9635741597907024
basic_unbalanced_02_BERT;1;train;1.0;0.24467932079408783;0.9777;0.9743793445878848;0.9812;0.9777777777777779
basic_unbalanced_02_BERT;1;validate;1.0;0.1361952358341543;0.9552;0.9789562289562289;0.9304;0.9540607054963085
basic_unbalanced_02_BERT;1;train;2.0;0.1220087077769218;0.98995;0.9876580073653827;0.9923;0.9899735621289968
basic_unbalanced_02_BERT;1;validate;2.0;0.14547116863683332;0.9672;0.9686998394863563;0.9656;0.967147435897436
basic_unbalanced_02_BERT;1;train;3.0;0.08805776333312387;0.9916;0.9909127221889354;0.9923;0.9916058758868792
basic_unbalanced_02_BERT;1;validate;3.0;0.12142585062727448;0.9698;0.9568261376896149;0.984;0.9702228357325972
basic_unbalanced_02_BERT;1;test;;2.6335986727970186;0.85964;0.7871606515490259;0.98584;0.8753684958266739
basic_unbalanced_02_BERT;2;train;0.0;0.5222034542016685;0.95;0.9391957837204763;0.9623;0.9506075274128224
basic_unbalanced_02_BERT;2;validate;0.0;0.09265057123582811;0.9644;0.9482625482625483;0.9824;0.9650294695481336
basic_unbalanced_02_BERT;2;train;1.0;0.24270520017533562;0.9794;0.9753123140987507;0.9837;0.9794882007368316
basic_unbalanced_02_BERT;2;validate;1.0;0.10330544672086835;0.9622;0.9391866210566324;0.9884;0.9631650750341063
basic_unbalanced_02_BERT;2;train;2.0;0.1237023509661085;0.9897;0.9884300817873529;0.991;0.9897133726155997
basic_unbalanced_02_BERT;2;validate;2.0;0.169228009245469;0.9634;0.950252623396813;0.978;0.9639266706091071
basic_unbalanced_02_BERT;2;train;3.0;0.0815919390128518;0.9932;0.9921173418479345;0.9943;0.9932074717810409
basic_unbalanced_02_BERT;2;validate;3.0;0.13794387039366993;0.9634;0.9632147141143542;0.9636;0.9634073185362928
basic_unbalanced_02_BERT;2;test;;1.9683474760900252;0.89976;0.8529453312614776;0.96608;0.9059944481956637
basic_unbalanced_02_BERT;3;train;0.0;0.5259938684478402;0.9513;0.9364603481624758;0.9683;0.9521140609636185
basic_unbalanced_02_BERT;3;validate;0.0;0.09428735477449372;0.9654;0.9607920792079208;0.9704;0.9655721393034825
basic_unbalanced_02_BERT;3;train;1.0;0.2429922135532601;0.9778;0.9726948951325682;0.9832;0.9779192361249254
basic_unbalanced_02_BERT;3;validate;1.0;0.11244596404628829;0.959;0.9693251533742331;0.948;0.9585439838220424
basic_unbalanced_02_BERT;3;train;2.0;0.1285130927060265;0.9894;0.9880335061826885;0.9908;0.9894148192530458
basic_unbalanced_02_BERT;3;validate;2.0;0.1144770884183119;0.9632;0.973426001635323;0.9524;0.9627982207844723
basic_unbalanced_02_BERT;3;train;3.0;0.08642333950543543;0.9932;0.9925104853205512;0.9939;0.9932047566703308
basic_unbalanced_02_BERT;3;validate;3.0;0.14095574658195836;0.965;0.9504068190623789;0.9812;0.9655579610312931
basic_unbalanced_02_BERT;3;test;;2.61407238853781;0.86908;0.8015162407685772;0.98112;0.8822704219272687
basic_unbalanced_02_BERT;4;train;0.0;0.4989236275780946;0.9525;0.9430193851576267;0.9632;0.9530028692985059
basic_unbalanced_02_BERT;4;validate;0.0;0.1046478316550143;0.964;0.9403948367501899;0.9908;0.9649396182313985
basic_unbalanced_02_BERT;4;train;1.0;0.2438851481527323;0.97895;0.97510167642099;0.983;0.9790349086200887
basic_unbalanced_02_BERT;4;validate;1.0;0.10287268473659641;0.966;0.952251552795031;0.9812;0.9665090622537431
basic_unbalanced_02_BERT;4;train;2.0;0.1268308644286357;0.9896;0.9878437624551614;0.9914;0.9896186863645438
basic_unbalanced_02_BERT;4;validate;2.0;0.0994013392105815;0.9684;0.9610236220472441;0.9764;0.9686507936507937
basic_unbalanced_02_BERT;4;train;3.0;0.07622880681717652;0.9936;0.9931068931068932;0.9941;0.9936031984007997
basic_unbalanced_02_BERT;4;validate;3.0;0.12971404234747752;0.9682;0.9646685192536721;0.972;0.9683203825463239
basic_unbalanced_02_BERT;4;test;;2.471824634470674;0.8892;0.8303680564987098;0.97824;0.8982590171159921
