experiment_name;fold;step;epoch;loss;accuracy;precision;recall;f1
unbalanced_01_BERT;0;train;0.0;0.6750390419281672;0.9389090909090909;0.951937984496124;0.9824;0.9669291338582677
unbalanced_01_BERT;0;validate;0.0;0.1663685565456331;0.9421818181818182;0.9408662900188324;0.9992;0.9691561590688652
unbalanced_01_BERT;0;train;1.0;0.2824578150502084;0.975909090909091;0.984087518647439;0.9895;0.986786337571678
unbalanced_01_BERT;0;validate;1.0;0.1293374816873544;0.9549090909090909;0.9572748267898383;0.9948;0.9756767359748921
unbalanced_01_BERT;0;train;2.0;0.14246731867882942;0.9891818181818182;0.9928179551122195;0.9953;0.9940574282147315
unbalanced_01_BERT;0;validate;2.0;0.18461284173023412;0.9563636363636364;0.9633956386292835;0.9896;0.9763220205209155
unbalanced_01_BERT;0;train;3.0;0.09359322006994897;0.9918181818181818;0.9948072698222489;0.9962;0.9955031477965425
unbalanced_01_BERT;0;validate;3.0;0.13522883637677635;0.9607272727272728;0.970125786163522;0.9872;0.978588421887391
unbalanced_01_BERT;0;test;;6.1600066998869085;0.81788;0.7368985870148453;0.9888;0.8444641820107266
unbalanced_01_BERT;1;train;0.0;0.6957502215484774;0.9391818181818182;0.9516019746394347;0.9831;0.9670945846244652
unbalanced_01_BERT;1;validate;0.0;0.10699926106310666;0.96;0.9734548335974643;0.9828;0.9781050955414012
unbalanced_01_BERT;1;train;1.0;0.3265186138138064;0.9724545454545455;0.9807635101636093;0.9891;0.9849141150112024
unbalanced_01_BERT;1;validate;1.0;0.10543382269578044;0.9607272727272728;0.9768740031897927;0.98;0.9784345047923323
unbalanced_01_BERT;1;train;2.0;0.15759143586910795;0.9871818181818182;0.9923099970038949;0.9936;0.9929545795233098
unbalanced_01_BERT;1;validate;2.0;0.1179492186176588;0.956;0.974471479856402;0.9772;0.975833832634312
unbalanced_01_BERT;1;train;3.0;0.08809572693843261;0.9932727272727273;0.9957051538154215;0.9969;0.9963022186687986
unbalanced_01_BERT;1;validate;3.0;0.1549909894700165;0.9585454545454546;0.9689465408805031;0.986;0.9773988897700239
unbalanced_01_BERT;1;test;;7.1595534217404895;0.8204;0.7391044776119403;0.9904;0.8464957264957265
unbalanced_01_BERT;2;train;0.0;0.7295395224355161;0.935;0.9481610194034173;0.9822;0.9648803968760744
unbalanced_01_BERT;2;validate;0.0;0.11809933601423751;0.9589090909090909;0.9656652360515021;0.99;0.9776812166699584
unbalanced_01_BERT;2;train;1.0;0.3242812778151474;0.9725454545454545;0.9798139718978824;0.9902;0.9849796080771909
unbalanced_01_BERT;2;validate;1.0;0.16520423491407243;0.9574545454545454;0.9609284332688588;0.9936;0.976991150442478
unbalanced_01_BERT;2;train;2.0;0.16794964865487622;0.9848181818181818;0.9897400139456121;0.9936;0.9916662508109187
unbalanced_01_BERT;2;validate;2.0;0.15557897330263373;0.9574545454545454;0.9764094362255098;0.9768;0.9766046790641871
unbalanced_01_BERT;2;train;3.0;0.08165070117355183;0.9935454545454545;0.995904505044451;0.997;0.9964519514267153
unbalanced_01_BERT;2;validate;3.0;0.1846913486847476;0.9534545454545454;0.9565050038491147;0.994;0.9748921145547274
unbalanced_01_BERT;2;test;;9.01551028270823;0.76392;0.6811443004612343;0.9924;0.807827559260224
unbalanced_01_BERT;3;train;0.0;0.6438946638788979;0.9401818181818182;0.953319099378882;0.9823;0.9675925925925927
unbalanced_01_BERT;3;validate;0.0;0.1635662656200259;0.9472727272727273;0.948229920060906;0.9964;0.971718353813146
unbalanced_01_BERT;3;train;1.0;0.2759472699613388;0.9770909090909091;0.9848786311181854;0.99;0.9874326750448832
unbalanced_01_BERT;3;validate;1.0;0.12712074890280978;0.9621818181818181;0.9757744241461478;0.9828;0.9792746113989638
unbalanced_01_BERT;3;train;2.0;0.13278455256176827;0.9884545454545455;0.9931075816601738;0.9942;0.9936534905801808
unbalanced_01_BERT;3;validate;2.0;0.166601978014516;0.9534545454545454;0.9774557165861514;0.9712;0.9743178170144462
unbalanced_01_BERT;3;train;3.0;0.07473553682998606;0.9933636363636363;0.9962011396581025;0.9965;0.9963505474178872
unbalanced_01_BERT;3;validate;3.0;0.23270397427723913;0.9556363636363636;0.973328025477707;0.978;0.975658419792498
unbalanced_01_BERT;3;test;;7.1528627206410125;0.86124;0.7921330141683379;0.97952;0.8759165861859284
unbalanced_01_BERT;4;train;0.0;0.797696037155706;0.933;0.9417262756318551;0.9874;0.9640224554552111
unbalanced_01_BERT;4;validate;0.0;0.1598868554242789;0.9483636363636364;0.9742558326629123;0.9688;0.9715202567188127
unbalanced_01_BERT;4;train;1.0;0.3660500851061485;0.9694545454545455;0.9792699861138663;0.9873;0.9832685987451448
unbalanced_01_BERT;4;validate;1.0;0.15112241833852497;0.9545454545454546;0.9618825359782186;0.9892;0.9753500295799644
unbalanced_01_BERT;4;train;2.0;0.18119884444790524;0.9867272727272727;0.9908348276549114;0.9946;0.9927138436969758
unbalanced_01_BERT;4;validate;2.0;0.21520832518682825;0.9087272727272727;0.9899782135076253;0.9088;0.9476538060479667
unbalanced_01_BERT;4;train;3.0;0.11793624022775898;0.9922727272727273;0.9940209267563528;0.9975;0.9957574245071126
unbalanced_01_BERT;4;validate;3.0;0.21453580929309557;0.9498181818181818;0.961328125;0.9844;0.9727272727272728
unbalanced_01_BERT;4;test;;8.882236684033773;0.80768;0.725598310652276;0.9896;0.8372817111141195
