experiment_name;fold;step;epoch;loss;accuracy;precision;recall;f1
full_BERT;0;train;0.0;1.0413454826384783;0.89515;0.8974952218086711;0.8922;0.8948397773431623
full_BERT;0;validate;0.0;0.18554083751887082;0.9278;0.9137330754352031;0.9448;0.929006882989184
full_BERT;0;train;1.0;0.5597957371540367;0.95055;0.9513172393068215;0.9497;0.9505079317419807
full_BERT;0;validate;1.0;0.17796621906235813;0.9326;0.9246171967020024;0.942;0.9332276599960372
full_BERT;0;train;2.0;0.2938703417813405;0.9753;0.9759663528940516;0.9746;0.9752826978885221
full_BERT;0;validate;2.0;0.2016639804068953;0.931;0.9346510689794272;0.9268;0.9307089777063666
full_BERT;0;train;3.0;0.18040278715314342;0.9863;0.9858141858141858;0.9868;0.9863068465767115
full_BERT;0;validate;3.0;0.25504667012803256;0.9264;0.9119010819165378;0.944;0.9276729559748428
full_BERT;0;test;;1.2822978160085157;0.92752;0.9200597390347429;0.9364;0.9281579573388312
full_BERT;1;train;0.0;0.9920344957388938;0.8998;0.898207171314741;0.9018;0.9000000000000001
full_BERT;1;validate;0.0;0.18266683830171823;0.9316;0.9386178861788618;0.9236;0.9310483870967743
full_BERT;1;train;1.0;0.47311615010797975;0.9582;0.959026247245041;0.9573;0.9581623461115003
full_BERT;1;validate;1.0;0.1904792219221592;0.9344;0.9354450681635926;0.9332;0.934321185422507
full_BERT;1;train;2.0;0.2516583195431158;0.98;0.9801920768307323;0.9798;0.97999599919984
full_BERT;1;validate;2.0;0.2189962010918185;0.9286;0.9267224213460773;0.9308;0.9287567351825983
full_BERT;1;train;3.0;0.16334050983688794;0.98655;0.986404078776367;0.9867;0.9865520171974204
full_BERT;1;validate;3.0;0.2668996855900856;0.9282;0.9134801081498648;0.946;0.9294556887404206
full_BERT;1;test;;1.240414145567827;0.93212;0.9196643617434542;0.94696;0.9331126088841591
full_BERT;2;train;0.0;0.9662187891602516;0.90095;0.9032485165443025;0.8981;0.9006669006669007
full_BERT;2;validate;0.0;0.1988309289008379;0.922;0.9429051217464316;0.8984;0.9201147070872593
full_BERT;2;train;1.0;0.48471133050527426;0.95685;0.9569870961288387;0.9567;0.9568435265289794
full_BERT;2;validate;1.0;0.19922872750535608;0.9278;0.9307289569069673;0.9244;0.9275536825205699
full_BERT;2;train;2.0;0.2427129411411006;0.9808;0.9811849479583667;0.9804;0.9807923169267708
full_BERT;2;validate;2.0;0.23319553139153867;0.9274;0.9079801450935472;0.9512;0.9290877124438367
full_BERT;2;train;3.0;0.1522469824287109;0.98775;0.9874088138303188;0.9881;0.9877542859999
full_BERT;2;validate;3.0;0.28898592494018377;0.9172;0.9457264957264957;0.8852;0.9144628099173553
full_BERT;2;test;;1.3075350084198638;0.9278;0.9478268151746085;0.90544;0.9261486845873738
full_BERT;3;train;0.0;0.9821326693758369;0.9013;0.9013;0.9013;0.9013
full_BERT;3;validate;0.0;0.20860136901214718;0.9208;0.8856304985337243;0.9664;0.9242540168324408
full_BERT;3;train;1.0;0.4851756667267531;0.95675;0.955066254857029;0.9586;0.9568298647502121
full_BERT;3;validate;1.0;0.17200666022747754;0.9348;0.9279527559055119;0.9428;0.9353174603174603
full_BERT;3;train;2.0;0.26277245047483594;0.9794;0.9798798798798799;0.9789;0.9793896948474237
full_BERT;3;validate;2.0;0.21894034613221883;0.9302;0.939877300613497;0.9192;0.9294236602628919
full_BERT;3;train;3.0;0.17711420058785007;0.9864;0.9868868868868869;0.9859;0.9863931965982993
full_BERT;3;validate;3.0;0.23171167062874884;0.9344;0.9209302325581395;0.9504;0.9354330708661417
full_BERT;3;test;;1.152425073480513;0.93264;0.9194849519081602;0.94832;0.9336798991808443
full_BERT;4;train;0.0;1.0022518319144844;0.89975;0.9001100990891803;0.8993;0.8997048671902356
full_BERT;4;validate;0.0;0.18458791571483016;0.9322;0.9390491670052824;0.9244;0.9316670026204394
full_BERT;4;train;1.0;0.4839074324499816;0.95735;0.9585881881078913;0.956;0.9572923446652981
full_BERT;4;validate;1.0;0.21332936513759196;0.929;0.9234109751283064;0.9356;0.9294655275183786
full_BERT;4;train;2.0;0.25182805615253745;0.97855;0.9780241734092499;0.9791;0.9785617910149418
full_BERT;4;validate;2.0;0.25026632818160577;0.9306;0.9246548323471401;0.9376;0.9310824230387288
full_BERT;4;train;3.0;0.15354523195056244;0.9881;0.987417615338526;0.9888;0.9881083241730788
full_BERT;4;validate;3.0;0.26677244351459667;0.9266;0.9291750503018109;0.9236;0.9263791374122367
full_BERT;4;test;;1.2330805578827857;0.93104;0.9237848041529023;0.9396;0.931625287538669
